Serial,ProductName,Timestamp,branch,delayEstBranchDelay,delayEstFrac,delayEstFracCorr,delayEstFracDeltaInt,delayEstFracStep,delayEstInt,delayEstIntCorr,delayEstTrainingSigEnable,delayEstimationEnable,dohGain,dpGainCtrlType,dpGainLoopEnable,dpTsEnable,dpd,dpdAutoStart,dpdNomPwr,dpdRestartCounter,gainAutoStart,gainStateMachine,ganBoostModeEnable,ganBoostModeState,islastDelEstFracSuccess,linearizationStateMachine,powerBackoff,powerClass,powerLevel,rfPower,runMode,shpAlgRestartCounter,shpAutoStart,shpGanAlgEnabled,shpGanAlgHwCapablility,status,statusBit,torGainBackoff,torIqCompEnable,torSupported,torTemp,trxCtrlVer,txAtt,txAttPeak,txDpdGainDefault,txDpdPma,txPma,txPmb,txTorPmb,dir,boardName,log_type,nodeName,elog_time_e10,elog_id,abn,subId,recoveryAction,desc,torStepBit,tsaDpGainCtrlDeviceType,DpaVddSv,IDpaSv.0,IDpaSv.1,IMpaSv.0,IMpaSv.1,PaVddSv,elog_time_e27,time_diff,LinAlarm,PA Status Pattern 2,Symptoms
CN39441724,Radio 2271 B3,,0,0,29,8183,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,46.44,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,352,15.1.12.0,1987,0,40,-1000,-1000,-1000,-63.3323,VIL_0714,BXP_2048,elog,LMMOK0K09,3/27/2025 10:18,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27953,131,102,463,4,48320,3/27/2025 10:18,0 days 00:00:00,0,Normal,DPD idle
CN39441724,Radio 2271 B3,,0,0,27,8188,-1,70,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,46.44,33.1387,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,-120,FALSE,TRUE,353,15.1.12.0,1987,0,40,-22.2566,-18.3428,-15.2498,-21.6013,VIL_0714,BXP_2048,elog,LMMOK0K09,3/27/2025 10:18,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27933,131,102,458,5,48218,3/27/2025 10:18,0 days 00:00:01,0,Normal,DPD idle
CN39441724,Radio 2271 B3,,0,0,36,8182,-2,124,623,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,20,43.01,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,322,15.1.12.0,1987,0,40,-1000,-1000,-1000,-61.9017,VIL_0714,BXP_2048,elog,LMMOK0K09,3/28/2025 12:43,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27921,132,103,459,5,45992,3/28/2025 12:43,0 days 00:00:00,0,Normal,DPD idle
CN39441724,Radio 2271 B3,,1,0,41,8189,-2,119,623,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,20,43.01,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,329,15.1.12.0,2003,0,40,-1000,-1000,-1000,-61.554,VIL_0714,BXP_2048,elog,LMMOK0K09,3/28/2025 12:43,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27972,130,102,464,5,45921,3/28/2025 12:43,0 days 00:00:00,0,Normal,DPD idle
CN39457805,Radio 2271 B1,,1,0,31,7802,0,2,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,3,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,21.4641,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,431,16.1.1,1982,0,40,-13.7828,-9.7801,-9.7951,-34.2659,VIL_0807,BXP_5,elog,LKESW01,3/29/2025 4:38,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29925,89,88,19,3,48007,3/29/2025 4:38,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,31,7428,0,5,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,4,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,-3.0439,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,539,16.1.1,1982,0,40,-22.2666,-18.2897,-19.7681,-58.7739,VIL_0807,BXP_5,elog,LKESW01,4/9/2025 9:30,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29968,85,83,8,3,47851,4/9/2025 9:30,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,31,7428,0,5,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,13.7713,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-120,FALSE,TRUE,540,16.1.1,1982,0,40,-13.724,-9.7357,-9.6533,-40.7587,VIL_0807,BXP_5,elog,LKESW01,4/9/2025 9:30,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29957,85,82,13,3,47851,4/9/2025 9:30,0 days 00:00:01,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,14,8192,0,18,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,529,16.1.1,1982,0,40,-1000,-1000,-1000,-61.8286,VIL_0807,BXP_5,elog,LKESW01,4/9/2025 9:31,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29976,85,83,22,2,47902,4/9/2025 9:31,0 days 00:00:00,22,Normal,
CN39457805,Radio 2271 B1,,1,0,14,8192,0,18,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,529,16.1.1,1982,0,40,-1000,-1000,-1000,-61.8286,VIL_0807,BXP_5,elog,LKESW01,4/9/2025 9:31,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29957,39,55,13,3,47886,4/9/2025 9:31,0 days 00:00:05,22,Normal,
CN39457805,Radio 2271 B1,,1,0,31,7529,0,2,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,10,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,13.4224,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,531,16.1.1,1982,0,40,-13.7367,-9.7497,-9.7747,-42.3076,VIL_0807,BXP_5,elog,LKESW01,4/11/2025 15:07,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29968,83,81,9,3,47921,4/11/2025 15:07,0 days 00:00:01,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,31,7529,0,2,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,-4.61043,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-120,FALSE,TRUE,531,16.1.1,1982,0,40,-28.9288,-24.6536,-27.1685,-59.1404,VIL_0807,BXP_5,elog,LKESW01,4/11/2025 15:07,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29917,84,82,14,3,47886,4/11/2025 15:07,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,14,8190,0,18,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,517,16.1.1,1982,0,40,-1000,-1000,-1000,-62.0759,VIL_0807,BXP_5,elog,LKESW01,4/11/2025 15:08,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29957,83,81,21,3,47937,4/11/2025 15:08,0 days 00:00:00,22,Normal,
CN39457805,Radio 2271 B1,,1,0,31,7533,0,2,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,12,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,-3.4496,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,550,16.1.1,1982,0,40,-21.5852,-17.5789,-20.3244,-59.1796,VIL_0807,BXP_5,elog,LKESW01,4/19/2025 8:32,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29957,80,77,7,2,47902,4/19/2025 8:32,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,31,7533,0,2,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,-3.0184,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-120,FALSE,TRUE,551,16.1.1,1982,0,40,-26.8402,-22.9183,-21.055,-57.5484,VIL_0807,BXP_5,elog,LKESW01,4/19/2025 8:32,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29898,82,78,12,2,47957,4/19/2025 8:32,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,14,8191,0,18,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,536,16.1.1,1982,0,40,-1000,-1000,-1000,-61.7644,VIL_0807,BXP_5,elog,LKESW01,4/19/2025 8:33,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29937,82,79,20,3,47902,4/19/2025 8:33,0 days 00:00:00,22,Normal,
CN39457805,Radio 2271 B1,,1,0,31,7665,0,3,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,7,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0.0759452,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,513,16.1.1,1982,0,40,-20.4338,-16.5331,-15.3312,-55.6541,VIL_0807,BXP_5,elog,LKESW01,4/20/2025 19:46,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29957,81,78,6,2,47851,4/20/2025 19:46,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,31,7665,0,3,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,-3.35234,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-120,FALSE,TRUE,514,16.1.1,1982,0,40,-22.6862,-18.626,-19.9713,-57.8823,VIL_0807,BXP_5,elog,LKESW01,4/20/2025 19:46,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29898,81,78,10,2,47921,4/20/2025 19:46,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,13,8190,0,20,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,501,16.1.1,1982,0,40,-1000,-1000,-1000,-61.9174,VIL_0807,BXP_5,elog,LKESW01,4/20/2025 19:47,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29906,81,77,14,3,47902,4/20/2025 19:47,0 days 00:00:00,22,Normal,
CN39457805,Radio 2271 B1,,1,0,31,7442,0,4,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,7,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,533,16.1.1,1982,0,40,-1000,-1000,-19.5583,-58.739,VIL_0807,BXP_5,elog,LKESW01,4/21/2025 7:21,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29968,81,77,9,2,47851,4/21/2025 7:21,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,31,7442,0,4,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-120,FALSE,TRUE,535,16.1.1,1982,0,40,-1000,-1000,-28.7581,-59.6607,VIL_0807,BXP_5,elog,LKESW01,4/21/2025 7:21,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29917,82,78,14,2,47851,4/21/2025 7:21,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,31,7442,0,4,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,11.3926,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-240,FALSE,TRUE,536,16.1.1,1982,0,40,-13.8897,-9.8681,-10.1263,-41.9374,VIL_0807,BXP_5,elog,LKESW01,4/21/2025 7:21,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29878,82,77,21,3,47972,4/21/2025 7:21,0 days 00:00:01,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,31,7700,0,2,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,2,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,490,16.1.1,1982,0,40,-1000,-1000,-1000,-61.9727,VIL_0807,BXP_5,elog,LKESW01,4/23/2025 4:00,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29898,85,82,8,2,47902,4/23/2025 4:00,0 days 00:00:00,22,Normal,
CN39457805,Radio 2271 B1,,1,0,31,7700,0,2,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,-3.02934,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-120,FALSE,TRUE,491,16.1.1,1982,0,40,-22.7435,-18.6836,-21.5637,-57.5593,VIL_0807,BXP_5,elog,LKESW01,4/23/2025 4:00,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29945,86,83,12,2,47992,4/23/2025 4:00,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,13,8191,0,19,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,481,16.1.1,1982,0,40,-1000,-1000,-1000,-62.0385,VIL_0807,BXP_5,elog,LKESW01,4/23/2025 4:02,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29957,86,82,21,3,47972,4/23/2025 4:02,0 days 00:00:00,22,Normal,
CN39457805,Radio 2271 B1,,1,0,13,8191,0,19,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,481,16.1.1,1982,0,40,-1000,-1000,-1000,-62.0385,VIL_0807,BXP_5,elog,LKESW01,4/23/2025 4:02,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29906,31,27,5,3,47902,4/23/2025 4:02,0 days 00:00:05,22,Normal,
CN39457805,Radio 2271 B1,,1,0,26,8180,0,6,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,7,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,14.2895,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,570,16.1.1,1982,0,40,-15.9212,-11.945,-10.6931,-41.4405,VIL_0807,BXP_5,elog,LKESW01,4/25/2025 7:14,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29925,83,81,18,3,48007,4/25/2025 7:14,0 days 00:00:00,22,PA abnormal,Tx gain low
CN39457805,Radio 2271 B1,,1,0,17,8019,0,15,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-850,1,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,-3.87358,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-120,FALSE,TRUE,572,16.1.1,1982,0,40,-25.3933,-21.4967,-20.2869,-58.4036,VIL_0807,BXP_5,elog,LKESW01,4/25/2025 7:14,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,29917,83,80,7,2,47886,4/25/2025 7:14,0 days 00:00:00,22,PA abnormal,Tx gain low
